HitCorrect,age,comments,descr_left,descr_left_condition,descr_right,descr_right_condition,endTime,enjoyment,experiment_id,languages,nonselected_descr_condition,picture,rt_trial,selected_descr_condition,selected_descr_position,selections,startDate,startTime,timeSpent,trial_number,submission_id,anon_id
1,36,,"The image shows a plate with a sandwich and a side of collard greens. The sandwich consists of sliced sausage placed on a white bread bun, topped with pickle slices. Next to the sandwich, there is a small bowl of dark green collard greens. The items are presented on a paper with a printed logo.",caption_gpt4o,"This meal consists of a burger made from sausage, which serves as the primary protein component, and it is accompanied by pickles that add a tangy flavor. Additionally, on the side, there is a serving of greens, which may include a variety of leafy vegetables, providing a fresh and healthy contrast to the rich and savory sausage burger.",caption_verbose,1746818097774,2,preference.json,English,caption_verbose,sampled_images_corrected_format_2/000000159924.jpg,31.209,caption_gpt4o,left,['left'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,1,-OPqTDJgWdutglPeojsK,0
1,36,,A man wearing a baseball hat tossing a frisbee.,caption_coco,"The image shows a man wearing a gray and white striped hooded sweatshirt and a baseball cap. He is outdoors, mid-motion, preparing to throw a frisbee. The background features a dirt path and sparse vegetation, suggesting a natural, open area. The lighting appears somewhat muted, indicating it may be in the late afternoon or evening.",caption_gpt4o,1746818097774,2,preference.json,English,caption_coco,sampled_images_corrected_format_2/000000403349.jpg,15.361,caption_gpt4o,right,['right'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,2,-OPqTDJgWdutglPeojsK,0
1,36,,"The image depicts a black bear standing on a rocky terrain. The bear has a thick fur coat and is facing slightly toward the right. The background consists of various rocks, some covered in moss or barnacles, and there is sparse grass in the area. The setting appears to be natural and rugged, with mixed textures from the rocks and the bear's fur.",caption_gpt4o,a black bear walks across a big field,caption_coco,1746818097774,2,preference.json,English,caption_coco,sampled_images_corrected_format_2/000000289354.jpg,19.322,caption_gpt4o,left,['left'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,3,-OPqTDJgWdutglPeojsK,0
1,36,,"The image features a close-up view of an individual who is gripping a hot dog. This detail-oriented perspective allows for a clear focus on the person's hand as they hold the food item, providing insight into the scene where the hot dog is being prepared to be eaten or enjoyed.",caption_verbose,"The image features a hot dog placed inside a bun. The bun is light in color and appears soft, partially wrapped in white paper. A sausage is visible within the bun, and a thick line of yellow mustard is applied along the top of the sausage. The hand holding the hot dog is partially visible in the bottom left of the image.",caption_gpt4o,1746818097774,2,preference.json,English,caption_verbose,sampled_images_corrected_format_2/000000506873.jpg,18.891,caption_gpt4o,right,['right'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,4,-OPqTDJgWdutglPeojsK,0
1,36,,A giraffe seen from a distance through trees,caption_coco,"A lone giraffe walks across a lush green field, moving gracefully down the middle of a forest area. It is seen from a distance through trees, as it stands near a grove of tall trees, blending with the surrounding foliage while traversing the grass.",caption_composite,1746818097774,2,preference.json,English,caption_coco,sampled_images_corrected_format_2/000000345826.jpg,7.427,caption_composite,right,['right'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,5,-OPqTDJgWdutglPeojsK,0
1,36,,"Two zebras are standing next to each other in a park, walking on the grass under a shady tree, while also grazing in a field near some trees.",caption_composite,Two zebras are in the grass near some trees.,caption_coco,1746818097774,2,preference.json,English,caption_coco,sampled_images_corrected_format_2/000000053916.jpg,13.359,caption_composite,left,['left'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,6,-OPqTDJgWdutglPeojsK,0
1,36,,"A domestic cat is positioned comfortably on the surface of a wooden bench that is situated within a park environment. The cat is resting on top of the bench, which is crafted from wood, and this bench is located in an area designated as a park, indicating a space that is typically used for recreational activities, relaxation, or enjoying nature.",caption_verbose,"A small grey striped cat is sleeping on a wooden bench in a park, laying comfortably and enjoying the outdoor environment. The bench is situated outside, providing a serene setting for the cat’s rest, and a close-up view reveals the cat’s relaxed posture as it peacefully dozes off.",caption_composite,1746818097774,2,preference.json,English,caption_verbose,sampled_images_corrected_format_2/000000337435.jpg,15.895,caption_composite,right,['right'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,7,-OPqTDJgWdutglPeojsK,0
1,36,,A man takes a bite of some food in the middle of a push up. ,caption_coco,"A man is performing a one-handed push-up while simultaneously eating, balancing himself on one arm as he holds his body up. He is positioned on a mat, and during this exercise, he takes a bite of some food, demonstrating his ability to combine physical activity with eating.",caption_composite,1746818097774,2,preference.json,English,caption_coco,sampled_images_corrected_format_2/000000438186.jpg,9.22,caption_composite,right,['right'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,8,-OPqTDJgWdutglPeojsK,0
1,36,,"A large adult bear, accompanied by two of its young cubs, is making its way through a flowing river. The bear, being the mother or protector, is leading the two small cubs as they carefully wade through the water together, navigating the currents and aquatic surroundings.",caption_verbose,"A brown bear, accompanied by her two young cubs, is walking across a shallow river. The trio of bears is wading through the water, with the mother bear leading the way as they navigate the river's flow.",caption_composite,1746818097774,2,preference.json,English,caption_composite,sampled_images_corrected_format_2/000000434602.jpg,10.872,caption_verbose,left,['left'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,9,-OPqTDJgWdutglPeojsK,0
1,36,,"In a library setting, there is a canine companion of a deep black hue, commonly referred to as a black dog, that is present alongside its human owner. The two of them are located within the confines of the library, surrounded by books and the serene atmosphere that typically characterizes such a space dedicated to reading and learning.",caption_verbose,a black dog with its owner in the library,caption_coco,1746818097774,2,preference.json,English,caption_verbose,sampled_images_corrected_format_2/000000074001.jpg,8.406,caption_coco,right,['right'],Fri May 09 2025 12:08:16 GMT-0700 (Pacific Daylight Time),1746817696417,6.689283333333333,10,-OPqTDJgWdutglPeojsK,0
